"responseid","manip","num_reason","reason"
"R_3etsYokacAgaueH",4,1,"Restrictions on business etc and compensation was not even"
"R_3etsYokacAgaueH",4,2,"There was no assistance for some groups."
"R_3Rk1boiwgHeWrbe",2,1,"Profiteering"
"R_3Rk1boiwgHeWrbe",2,2,"Ambition"
"R_3PZ7Odvp0bi2Jbt",5,1,"Not enough consideration given to the hospitality industry"
"R_3PZ7Odvp0bi2Jbt",5,2,"Not enough consideration given to the Arts industry"
"R_d6x6ZGmQcz1UzsZ",3,1,"There were already divides vetween rich and poor"
"R_d6x6ZGmQcz1UzsZ",3,2,"Some jobs for pandemic like ppi were given to rich companies who the government put forward . They overcharged and made huge profits"
"R_eYgzW5mmEleAHMl",5,1,"Cost of produce rising, jobs not secure, job loss"
"R_eYgzW5mmEleAHMl",5,2,"Government lining pockets by using affiliated companies to provide apps and vaccination"
"R_2P0yoLS3gj2JFSa",2,1,"The pandemic caused it not the government"
"R_2P0yoLS3gj2JFSa",2,2,"It was the type of jobs that people had which isn’t controlled by the government"
"R_3ptdXlF9X8WSHA6",4,1,"Small businesses closures"
"R_3ptdXlF9X8WSHA6",4,2,"Mental health issues left"
"R_3gTw8jusXVTcUll",1,1,"all in the same position"
"R_3gTw8jusXVTcUll",1,2,"we are responsible for our selves not the govt responsible"
"R_3QQXqE4kdwa9Uht",4,1,"Poor were not properly remunerated during COVID"
"R_3QQXqE4kdwa9Uht",4,2,"Welfare payments did nof favour the poor"
"R_0IMYkYOIZkAtHIl",2,1,"People worked hard"
"R_0IMYkYOIZkAtHIl",2,2,"Covid didn’t respect anyone poor or rich"
"R_qxcJcQVN8lIzLC9",4,1,"Service industries were closed for longer than other industries"
"R_qxcJcQVN8lIzLC9",4,2,"People in overcrowded housing were in closer contact with others and at higher risk of contrating and spreading covid"
"R_3GfikG631YoHIf1",2,1,"They provided furlough payments to help people keep their jobs"
"R_3GfikG631YoHIf1",2,2,"Companies made people redundant regardless of assistance offered to workers on furlough"
"R_2zYpOH9XugwjAkc",1,1,"Government was following advise from the so called experts"
"R_2zYpOH9XugwjAkc",1,2,"Government did a tremendous job helping with finances for all"
"R_1hSGj9hG8hItOUe",5,1,"Deliberately forcing some small businesses to close down in favour of larger online businesses"
"R_1hSGj9hG8hItOUe",5,2,"Making more money for themselves and hiding it"
"R_8DrkvnuhG7lqyKR",4,1,"There were contracts given to friends of the government"
"R_8DrkvnuhG7lqyKR",4,2,"Some of the lowest incomes didn’t get the opportunity to work safely at home and were at higher risk"
"R_1d4BkmPnJw25mQ3",1,1,"The poorer health outcomes for lower-income groups resulted in part from the lifestyles of individuals within those groups"
"R_1d4BkmPnJw25mQ3",1,2,"I think the government did a tremendous job in paying the wages of those who were unable to work during the pandemic"
"R_wRvG233rSxJM3WV",3,1,"The government was dealing with a national emergency unseen  before"
"R_wRvG233rSxJM3WV",3,2,"The lowest earning individuals should receive more help as more wealthy individuals have a responsibility to help others less fortunate."
"R_3PiAceA8Sf8P7n1",4,1,"Insufficient support for small businesses to maintain employment levels"
"R_3PiAceA8Sf8P7n1",4,2,"Somewhat vague guidelines for payments for those on zero hours contracts"
"R_1JKhwGWM9hph2hr",1,1,"COVID-19 is not the governments fault its a natural disaster"
"R_1JKhwGWM9hph2hr",1,2,"the government at that period was trying to tackle COVID-19"
"R_1isoKzC33tn3V3B",4,1,"Not testing"
"R_1isoKzC33tn3V3B",4,2,"Didn't advise masks"
"R_40it9sYfL2DivO9",4,1,"The pandemic hit lower paid workers more with loss of income andhigher prices"
"R_40it9sYfL2DivO9",4,2,"another example is food, the cost increased but some were unable to afford delivery charges, meaning that they had to risk infection by going to the shops"
"R_3K56DYUDVcwQ0wx",3,1,"I don't think it's entirely clear it's solely the governments fault"
"R_3K56DYUDVcwQ0wx",3,2,"Reasons for unequal burden may be to do with things beyond the governments control"
"R_3R2zunN1R3jPMWV",2,1,"It was unintended consequence. The government did not deliberately protect the rich."
"R_3R2zunN1R3jPMWV",2,2,"The rich may have been able to stay at home as they were older"
"R_u4T23dhJ2SGow3D",4,1,"Effects of lockdowns"
"R_u4T23dhJ2SGow3D",4,2,"Insufficient financial support"
"R_1rDHdE7GuSNUC8Q",4,1,"lockdowns were unnecessary and affected the poor the most"
"R_1rDHdE7GuSNUC8Q",4,2,"govt did not do enough to protect lower income groups"
"R_55zBJNgA0PJqDGp",4,1,"Economic policy"
"R_55zBJNgA0PJqDGp",4,2,"Delays in responding to the challenges of the Pandemic"
"R_BqYn3nnkfxvPJV7",3,1,"lockdown meant many became unemployed"
"R_BqYn3nnkfxvPJV7",3,2,"workplaces have changed following pandemic"
"R_2yrOUJvlTiZl2sm",4,1,"Action to reduce the effects of the pandemic were not taken soon enough."
"R_2yrOUJvlTiZl2sm",4,2,"There has not been clarity in how the government awarded contracts to various medical supply companies"
"R_2zf2MH2Gqfa3ncC",3,1,"People have some control over their situation"
"R_2zf2MH2Gqfa3ncC",3,2,"Nanny state? Not goid"
"R_21sRoEA6zV1QL40",5,1,"Large contracts given to friends of the govt and Tory party donors."
"R_21sRoEA6zV1QL40",5,2,"-99"
"R_20SQUFVZdLwZGcP",4,1,"Small companies went out of buisness"
"R_20SQUFVZdLwZGcP",4,2,"People got penalised for not workkng"
"R_1ie7Aib89SVMSkF",5,1,"because they gave contracts to there friends"
"R_1ie7Aib89SVMSkF",5,2,"the rich still partied"
"R_3O313Ga3JbhEiRz",4,1,"Lower income groups were in jobs that had to go on."
"R_3O313Ga3JbhEiRz",4,2,"The government didn’t help or compensate people in these those jobs"
"R_1QfQileShlITJmA",4,1,"Not enough help for low income families"
"R_1QfQileShlITJmA",4,2,"Remove tax loopholes"
"R_1hSBEOtMVgbENkB",1,1,"Government did everything they could"
"R_1hSBEOtMVgbENkB",1,2,"Government were under pressure"
"R_xrNb3OK1Q3pCiIh",4,1,"Many of the people with lower incomes were working in the hospitality industry this came to a halt during the pandemic"
"R_xrNb3OK1Q3pCiIh",4,2,"Lower paid workers were more involved with people and therefore had a greater chance of catching covid-19"
"R_u7YMHGZYTqCOW9r",5,1,"The pandemic was handled badly"
"R_u7YMHGZYTqCOW9r",5,2,"The government had no plan/policy for an emergency such as Covid."
"R_xuCHI0peppLG7vz",4,1,"The way lockdown was implemented was a farce"
"R_xuCHI0peppLG7vz",4,2,"They gave PPE contracts to their rich buddies so the rich just got richer"
"R_3PRYCt7cCYgBYEy",4,1,"Large companies gaining profits"
"R_3PRYCt7cCYgBYEy",4,2,"Workers in hospitality losing jobs"
"R_1LCN08fqemp6C9n",5,1,"Their Policies"
"R_1LCN08fqemp6C9n",5,2,"Poor Leadership"
"R_6loV5UuTpAvEXaV",5,1,"Locking down people was wrong but lower income families suffered more because they will probably never be able to get back into furthering themselves as the pandemic will change society from now onwards so will stay where they are income wise."
"R_6loV5UuTpAvEXaV",5,2,"Lower income families were given 80% furlough but no shopping discount, NHS workers on full pay but 20% discount on shopping. Government supported this via the media"
"R_1OGGKKmH5sURgWd",5,1,"Poorly paid jobs tended to be people facing, bus drivers, carers etc, more likely to get Covid"
"R_1OGGKKmH5sURgWd",5,2,"Poorer workers did not have the opportunity to work from home"
"R_3gZA10TmVVbOdIY",5,1,"They gave contracts to people who didn't deserve them"
"R_3gZA10TmVVbOdIY",5,2,"Government people didn't have to follow the same rules"
"R_33wMUQ4pme1d1tR",3,1,"The government didn't cause the pandemic"
"R_33wMUQ4pme1d1tR",3,2,"They did what they thought was necessary"
"R_2YYbKkm1uJ6KPDS",2,1,"The focus was rightly on saving lives."
"R_2YYbKkm1uJ6KPDS",2,2,"Some company CEOs and shareholders took advantage then, and are still now, for personal gain."
"R_eghSn1j5THbHHQ5",4,1,"No extra income for the poor on benefits"
"R_eghSn1j5THbHHQ5",4,2,"Didnt challenge utility and oil companies profit levels"
"R_1hHm0Y4XrM9gre7",4,1,"The Government gave massive opportunities for their 'friends' to make huge profits."
"R_1hHm0Y4XrM9gre7",4,2,"The highest earners made sure they were well catered for."
"R_xrMeUXvyfQ46oEx",2,1,"The were supposed to be the same for everybody."
"R_xrMeUXvyfQ46oEx",2,2,"COVID affected some sectors more than others but that is just bad luck on those hit worse."
"R_3QXxHI93k4dXSS1",5,1,"Waste"
"R_3QXxHI93k4dXSS1",5,2,"Nieveity"
"R_DOXy77gKn12LTdT",4,1,"I don't feel the government acted quick enough in dealing with the pandemic"
"R_DOXy77gKn12LTdT",4,2,"The help that poor people needed was delayed"
"R_3qrmvnloPKTKJ3I",1,1,"Poorer people were assisted more"
"R_3qrmvnloPKTKJ3I",1,2,"I believe the middle earners who could not claim monies were worse hit"
"R_1kICogmUY6XMViI",3,1,"Pharm companies mainly did their best"
"R_1kICogmUY6XMViI",3,2,"Some did some didn’t"
"R_3p4q7WIZV4dKCIl",3,1,"Unsure"
"R_3p4q7WIZV4dKCIl",3,2,"Unsure"
"R_2VmzSsN9Fo9e2b8",3,1,"No financial cushion"
"R_2VmzSsN9Fo9e2b8",3,2,"Less money means less access to daily resources"
"R_3ehD7Y5LENQlehP",4,1,"Liz truss"
"R_3ehD7Y5LENQlehP",4,2,"Kwai kwatang"
"R_3fJo32CbFUo4xoC",2,1,"There was a severe recession"
"R_3fJo32CbFUo4xoC",2,2,"The pandemic caused inflation"
"R_1n2bumIv0WxIRNO",5,1,"Strict lockdowns and business closures."
"R_1n2bumIv0WxIRNO",5,2,"Hospitality sectors such as hotels, pubs and entertainment centres suffered staggering losses."
"R_2Sw2gL4NxlJ7J0d",4,1,"Corruption"
"R_2Sw2gL4NxlJ7J0d",4,2,"Greed"
"R_PwlvkRXIRkVAOqZ",4,1,"They could have been more proactive in helping poorer families"
"R_PwlvkRXIRkVAOqZ",4,2,"They have the facilities to amalyse trends in soending."
"R_1NEyAHcWdB7Nwt0",4,1,"Lockdown didnt make that much difference"
"R_1NEyAHcWdB7Nwt0",4,2,"They should have concentrated on supporting the vulnerable in society instead of targeting everyone"
"R_qDG2oO1DjH3Qxax",4,1,"Middle income family got their jobs postponed while the big companies made profit"
"R_qDG2oO1DjH3Qxax",4,2,"People that were in need didnt receive much help but the government funded all the businesses."
"R_3FKcozVR64cWaxS",3,1,"the rich lost family and freinds too."
"R_3FKcozVR64cWaxS",3,2,"burden was already unequal before pandemic"
"R_w1zLPlQ72CkUHW9",4,1,"Poor planning"
"R_w1zLPlQ72CkUHW9",4,2,"Bad decision making during the pandemic"
"R_3G6uaze2JEWXaXg",5,1,"The gov should have compensated those who lost their jobs"
"R_3G6uaze2JEWXaXg",5,2,"If more support was given to lower income groups they would have been healthier in the first place"
"R_300kRgLhxL5ftaI",2,1,"the government did the best it could during covid to help people"
"R_300kRgLhxL5ftaI",2,2,"after covid people are so selfish and think only of themselves god help society in the future"
"R_4HgsyTFrk7vCvvz",3,1,"The government did make huge decisions that affected everybody in the country"
"R_4HgsyTFrk7vCvvz",3,2,"There was also the natural element that wasn’t man made"
"R_27UL2zEGqGhyVMx",2,1,"Government couldn’t forecast what would happen with the economic climate in the pandemic"
"R_27UL2zEGqGhyVMx",2,2,"The government gave as much help as possible to individuals and industry."
"R_2BsAIBKPwNyGzOl",4,1,"The government did not tax firms making excess profit during the pandemic"
"R_2BsAIBKPwNyGzOl",4,2,"The government did not check businesses sufficiently when giving them extra help during pandemic so big extra burden on finance available for poorer"
"R_1BQPRqXvQPHl8fj",2,1,"The pandemic was unexpected and govt were unprepared."
"R_1BQPRqXvQPHl8fj",2,2,"Nothing was clear in the pandemic and developments could not possibly be understood."
"R_2pK2CQUV6pq1Uuv",3,1,"Unequal access to vaccines"
"R_2pK2CQUV6pq1Uuv",3,2,"Lack of resources for many poor people"
"R_UznrvTo68cWxHbj",2,1,"Government cannot be totally blamed. Personal responsibility also comes into play"
"R_UznrvTo68cWxHbj",2,2,"Other factors have to be taken into account,"
"R_3HkppspHxDDnJRS",4,1,"Not enough investment in raising living standards for poor people"
"R_3HkppspHxDDnJRS",4,2,"Not enough investment in the NHS"
"R_1FDuOVi34yKeHHv",2,1,"The rich have nest eggs to fall back on"
"R_1FDuOVi34yKeHHv",2,2,"The rich are typically more educated in both soft and hard skills and/or have a better network to lean on."
"R_1F9xb5dlomBNMXF",4,1,"The way the government handled the pandemic"
"R_1F9xb5dlomBNMXF",4,2,"The effect on closing small businesses"
"R_12b5vr77zswyNRL",5,1,"Government only helped some companies but not all leading to unemployment"
"R_12b5vr77zswyNRL",5,2,"Lower income employees were treated unfairly and put at risk of covid"
"R_10BDZ9GAeWzL0hh",3,1,"-99"
"R_10BDZ9GAeWzL0hh",3,2,"-99"
"R_3HNX6lLaht53zoZ",2,1,"The pandemic was not the government's fault"
"R_3HNX6lLaht53zoZ",2,2,"It happened so quickly, it was hard to enact new policies"
"R_ukA25ILPKLnq3bb",5,1,"Not high enough benefits"
"R_ukA25ILPKLnq3bb",5,2,"Rich can dodge taxes often"
"R_3KuRteOhyuLpYQu",4,1,"Not enough compensation for those in low paid jobs who lost all their income"
"R_3KuRteOhyuLpYQu",4,2,"Less well off unable to access the provisions and services they needed."
"R_2zMYq9ZTntEUUp2",4,1,"Wasted money on masks"
"R_2zMYq9ZTntEUUp2",4,2,"Subsidies to companies"
"R_1LXQO1VFBK6ijea",3,1,"I put neither agree nor disagree because I'm not sure"
"R_1LXQO1VFBK6ijea",3,2,"Same as abovt"
"R_2Pb6wCKzow9Sz8x",3,1,"Government did not deliberately set out to cause the unequal burden"
"R_2Pb6wCKzow9Sz8x",3,2,"True business people will make a financial gain under most circumstances - they simply used COVID as another oportunity"
"R_31QoFWFAkUDByk3",3,1,"-99"
"R_31QoFWFAkUDByk3",3,2,"-99"
"R_DpjQ4sddJgvoXHX",5,1,"The policies of giving covid money to the rich"
"R_DpjQ4sddJgvoXHX",5,2,"Mismanagement of funding"
"R_1PRf0xc7apJWK3U",2,1,"Some businesses made poor decisions"
"R_1PRf0xc7apJWK3U",2,2,"The government don’t control everything"
"R_bNrCJ423q1S9GVj",4,1,"Lower paid service jobs were closed while higher paid were avle to wfh"
"R_bNrCJ423q1S9GVj",4,2,"Children of lesser educated people suffered with home learning"
"R_1PcNt5iCQE4YVXB",2,1,"The people need to be responsible for themselves."
"R_1PcNt5iCQE4YVXB",2,2,"The government needs to help people who help themselves."
"R_24N4od5UGO3p5dA",3,1,"unavailability of work for some and no help financially"
"R_24N4od5UGO3p5dA",3,2,"Government lacking plan for a pandemic"
"R_12l3LD1jKlPPbNk",3,1,"Government had eroded reserves in health service"
"R_12l3LD1jKlPPbNk",3,2,"They ignored advice"
"R_1l4eN3ANgznRPdQ",4,1,"Not implementing safety measures early enough"
"R_1l4eN3ANgznRPdQ",4,2,"Not taxing those who benefit"
"R_3h5Ugv7VvTdRtdS",3,1,"The pandemic was something unexpected and never experienced in our life time before no one really knew what to do"
"R_3h5Ugv7VvTdRtdS",3,2,"Many people were ingenious, the strongest survived, there were people who sat and did nothing whilst expecting others to help the financially"
"R_1NyIG6uFz9COe9Q",2,1,"The unequal burden existed prior to pandemic."
"R_1NyIG6uFz9COe9Q",2,2,"Pandemic made the inequalities visible"
"R_2rIXznHvJvkNJS9",3,1,"-99"
"R_2rIXznHvJvkNJS9",3,2,"-99"
"R_2dElbjQIUY6d5sK",5,1,"They always look after themselves"
"R_2dElbjQIUY6d5sK",5,2,"They were staggeringly awful"
"R_2uwHl1nalLo57tb",4,1,"Not enough support for low income families"
"R_2uwHl1nalLo57tb",4,2,"Self employed support did not consider new start ups"
"R_t0tvmN6hNx4Z0PL",1,1,"Working problems"
"R_t0tvmN6hNx4Z0PL",1,2,"Profiting from the pandemic"
"R_YVJPZsn4GxBPc0V",4,1,"Not enough tax paid"
"R_YVJPZsn4GxBPc0V",4,2,"Not enough Control over Banks"
"R_3M5rMGrEO86iJsg",4,1,"not stepping in to help companies enough except their own buddies"
"R_3M5rMGrEO86iJsg",4,2,"only taxing and giving out funds to people which can't be replaced easily"
"R_10V3YNRchFU94t3",5,1,"The handing out of contracts"
"R_10V3YNRchFU94t3",5,2,"The misuse of the furlough scheme"
"R_1jV4Rk4aPBk1scb",5,1,"Government should place a cap on necessities not just energy"
"R_1jV4Rk4aPBk1scb",5,2,"Most politicians are wealthy and earn nearly 3 times the real salary of an ordinary working person so they can afford price rises."
"R_1DPfZW463TQGUsy",5,1,"Poor health of poor to weather effects of Covid"
